X,Algorithm,value
200,AdaHT,7
200,ASHT,0
200,BagAdaHT,5.0
200,BagAdwin,5.2
200,BagASHT,1.0
200,BagHT,9.2
200,BagSRHT,1.8
200,BoostAdaHT,9.0
200,BoostHT,0.0
200,HT,9
