X,Algorithm,value
false,AdaHT,67.48
false,ASHT,54.6
false,BagAdaHT,78.51
false,BagAdwin,76.58
false,BagASHT,61.69
false,BagHT,79.39
false,BagSRHT,48.34
false,BoostAdaHT,82.48
false,BoostHT,79.22
false,HT,71.04
