X,Algorithm,value
0.05,AdaHT,84.05
0.050000000074505806,ASHT,77.77
0.05,BagAdaHT,89.29
0.05,BagAdwin,88.87
0.05,BagASHT,81.17
0.05,BagHT,89.7
0.05,BagSRHT,74.79
0.05,BoostAdaHT,91.28
0.05,BoostHT,89.64
0.05,HT,85.61
