X,Algorithm,value
0.05,AdaHT,67.48
0.050000000074505806,ASHT,54.6
0.05,BagAdaHT,78.51
0.05,BagAdwin,76.58
0.05,BagASHT,61.69
0.05,BagHT,79.39
0.05,BagSRHT,48.34
0.05,BoostAdaHT,82.48
0.05,BoostHT,79.22
0.05,HT,71.04
