X,Algorithm,value
0.05,AdaHT,7
0.050000000074505806,ASHT,0
0.05,BagAdaHT,5.0
0.05,BagAdwin,5.2
0.05,BagASHT,1.0
0.05,BagHT,9.2
0.05,BagSRHT,1.8
0.05,BoostAdaHT,9.0
0.05,BoostHT,0.0
0.05,HT,9
