X,Algorithm,value
100,AdaHT,84.05
100,ASHT,77.77
100,BagAdaHT,89.29
100,BagAdwin,88.87
100,BagASHT,81.17
100,BagHT,89.7
100,BagSRHT,74.79
100,BoostAdaHT,91.28
100,BoostHT,89.64
100,HT,85.61
