X,Algorithm,value
0,AdaHT,772
1,ASHT,1
128,ASHT,209
16,ASHT,15
2,ASHT,3
32,ASHT,15
4,ASHT,1
64,ASHT,75
8,ASHT,15
0,BagAdaHT,4277
0,BagAdwin,9
0,BagASHT,27
0,BagHT,3627
0,BagSRHT,35
0,BoostAdaHT,3576
0,BoostHT,3633
0,HT,725
