X,Algorithm,value
false,AdaHT,92.02
true,AdaHT,82.28
false,ASHT,66.94
false,BagAdaHT,93.99
true,BagAdaHT,86.83
false,BagAdwin,92.95
true,BagAdwin,83.17
false,BagASHT,77.83
true,BagASHT,80.21
false,BagHT,92.0
true,BagHT,89.76
false,BagSRHT,78.61
true,BagSRHT,78.15
false,BoostAdaHT,90.14
true,BoostAdaHT,86.92
false,BoostHT,92.9
true,BoostHT,89.7
false,HT,90.23
true,HT,88.57
