X,Algorithm,value
false,AdaHT,6.97
true,AdaHT,6.39
false,ASHT,9.73
false,BagAdaHT,8.71
true,BagAdaHT,7.21
false,BagAdwin,13.69
true,BagAdwin,9.8
false,BagASHT,13.09
true,BagASHT,13.09
false,BagHT,8.13
true,BagHT,7.24
false,BagSRHT,15.06
true,BagSRHT,12.28
false,BoostAdaHT,7.46
true,BoostAdaHT,6.86
false,BoostHT,6.44
true,BoostHT,6.96
false,HT,6.34
true,HT,6.34
